person_id,name,born,died
nm1791103,"Nathan Johnson",1976,
nm0576282,"Leslie Megahey",1944,
nm0347957,"Devon Gummersall",1978,
nm0339221,"Paul Greenstein",,
nm0025745,"Elena Anaya",1975,
nm1712318,"José L. Moreno",,
nm0898420,"Enrique Villén",1960,
nm0407067,"Álex de la Iglesia",1965,
nm0354085,"Sid Haig",1939,
nm0001235,"William Forsythe",1955,
nm1302735,"Max Thieriot",1988,
nm0788202,"Adam Shankman",1964,
nm0924210,"Ben Whishaw",1980,
nm0001949,"Andrew Birkin",1945,
nm0845752,"Patrick Süskind",1949,
nm0818166,"Tara Spencer-Nairn",1978,
nm0677139,"Eric Peterson",1946,
nm0268277,"Mark Farrell",1968,
nm1012778,"David Storey",,
nm0136482,"Lorne Cardinal",1964,
nm0777300,"Josh Schwartz",1976,
nm0786136,"Matthew Settle",1969,
nm1559443,"Hyun-min Kwon",,
nm1583165,"Jeong-min Bae",,
nm1564702,"Ji Bark",,
nm1564684,"Park Ji",,
nm0974549,"Peter Salett",1969,
nm1557594,"Dan Fogelman",,
nm0995768,"Leonardo Heiblum",,
nm2103508,"Paulina Gaitan",1992,
nm0375383,"Rosilyn Heller",,
nm0117290,"Ian Bryce",,
nm0684620,"Antonio Pinto",,
nm0326496,"Norman Golightly",1972,
nm0506405,"Eugene Levy",1946,
nm0680568,"Lara Phillips",,
nm0721012,"William Rexer",,
nm0562706,"Peter Mayle",1939,2018
nm0834199,"Marc Streitenfeld",1974,
nm0494628,"Philippe Le Sourd",,
nm0002438,"Burnie Burns",1973,
nm0401502,"Matt Hullum",1974,
nm1563431,"Dan Godwin",,
nm0566608,"Shannon McCormick",1971,
nm0524342,"Gary Lucchesi",,
nm0833873,"Scott Strauss",,
nm1343514,"Vishal Sinha",,
nm2196143,"Sandeep Srivastava",,
nm1970058,"Hringur Ingvarsson",1999,
nm0348274,"Sturla Gunnarsson",1951,
nm0357861,"Gary Hamilton",,
nm0129514,"David Calderisi",1940,
nm0289186,"Paul Fox",,
nm1289015,"Wil Zmak",,
nm0295642,"Collin Friesen",1964,
nm1092227,"Sienna Miller",1981,
nm0368774,"Jeffrey Hatcher",,
nm1575914,"Kimberly Simi",,
nm1583636,"Jonathan Safran Foer",1977,
nm1196755,"Marc Turtletaub",1946,
nm1648016,"Austin Basis",1976,
nm1367933,"Yann Samuell",1965,
nm0505741,"Victor Levin",1961,
nm0924275,"Jim Whitaker",1970,
nm1243877,"Sammy Lee",,
nm1467549,"Paul Hernandez",,
nm1330621,"Bo Hyde",,
nm1589546,"Kazuaki Kiriya",1968,
nm0766199,"Dai Satô",,
nm1242688,"Josh Hutcherson",1992,
nm1059103,"Vivek Oberoi",1976,
nm1179457,"Milap Zaveri",,
nm0856882,"Ashok Thakeria",,
nm0275835,"John Fiedler",1925,2005
nm0632893,"Frank Nissen",,
nm0465812,"Jessica Koplos",,
nm0051397,"Jamie Bamber",1973,
nm1065454,"Tricia Helfer",1974,
nm0009811,"Mark Acheson",1957,
nm0003067,"Sebastian Roché",1964,
nm0358922,"Emily Hampshire",1981,
nm0383926,"Mark Hildreth",1978,
nm0911480,"Dave 'Squatch' Ward",,
nm1269404,"Brett Matthews",,
nm0185819,"Daniel Craig",1968,
nm1618225,"Peter A. Dowling",,
nm0005527,"Sofía Vergara",1972,
nm1960520,"Seung-Hyun Choi",,
nm5552352,"Richard Collins",,
nm5552243,"Ian Waddle",,
nm4531733,"Stella Fedrigo",,
nm0538763,"Anatoliy Maksimov",1961,
nm0609114,"Ebon Moss-Bachrach",1977,
nm1430632,"David Auburn",1969,
nm1360270,"Ben McKenzie",1978,
nm1247407,"Julia Jones",1981,
nm0825630,"Shana Stein",,
nm0527001,"Daniele Luppi",,
nm1231010,"Blake West",,
nm0002941,"Kevin Loader",1956,
nm0328828,"Matthew Goode",1978,
nm0538869,"Patrick Malahide",1945,
nm2017943,"Hayley Atwell",1982,
nm0418982,"Julian Jarrold",1960,
nm0915284,"Evelyn Waugh",1903,1966
nm0685856,"Michael Pitt",1981,
nm0762863,"Anton Sanko",,
nm0875511,"Yuji Tsuzuki",1962,
nm1694920,"Takahiro Satô",,
nm1176715,"Satomi Tezuka",1961,
nm0411002,"Katsuhito Ishii",1966,
nm0847655,"Kazuto Takida",,
nm0310177,"Stéphanie Gaurier",1971,
nm1042642,"David Belle",1973,
nm0195049,"Tony D'Amario",,2005
nm0603628,"Pierre Morel",1964,
nm0856209,"Manuel Teran",,
nm0859503,"Sean Patrick Thomas",1970,
nm0808498,"Iain Smith",1949,
nm0126004,"Dan Byrd",1985,
nm0570912,"Adam McKay",1968,
nm2153444,"Khulan Chuluun",1985,
nm0091076,"Sergei Bodrov",1948,
nm0437887,"Tuomas Kantelinen",1969,
nm0536476,"Cassandra Magrath",,
nm1040961,"Kestie Morassi",1978,
nm0572562,"Greg McLean",,
nm1451475,"François Tétaz",,
nm0276161,"Noel Fielding",1973,
nm1653276,"Michael Fielding",,
nm1074245,"Rich Fulcher",1968,
nm0254590,"Peter Elliott",1956,
nm0922035,"Dominic West",1969,
nm1654756,"Bahram Ebrahimi",,
nm0451932,"Hamid Khozouie Abyane",,
nm0141931,"Sarah Carter",1980,
nm1672154,"Cheryl Guerriero",,
nm1672215,"Anna Obropta",,
nm0073551,"Craig Berenson",1959,
nm0319659,"Dan Gilroy",1959,
nm1530021,"Jay Cohen",,
nm1745736,"Paula Patton",1975,
nm1269412,"Anna Maxwell Martin",1977,
nm0218923,"Daniela Denby-Ashe",1978,
nm0035514,"Richard Armitage",1971,
nm0683116,"Tim Pigott-Smith",1946,2017
nm0193661,"Sinéad Cusack",1948,
nm0704351,"Pauline Quirke",1959,
nm1708355,"Steven Rattazzi",,
nm1663701,"Konstantin Kryukov",1985,
nm0094080,"Fedor Bondarchuk",1967,
nm0466614,"Yuriy Korotkov",1955,
nm0734954,"Alexander Rodnyansky",1961,
nm1191542,"Elena Yatsura",1968,
nm0742645,"John Christian Rosenlund",,
nm0834788,"Ernst Etchie Stroh",1949,
nm0417520,"Dong-Gun Jang",1972,
nm0359189,"Sanping Han",,
nm0120667,"Paolo Buonvino",1968,
nm1216490,"Yoshifumi Fukazawa",,
nm0453965,"Ryôichi Kimizuka",1958,
nm0050156,"Eric Balfour",1977,
nm1933640,"Byron Wong",,
nm0002420,"Barry Stone",1945,
nm0615061,"Joe Murray",1961,
nm1302736,"Lars Thiesgaard",,
nm1868954,"Robert J. McCrea",,
nm1198322,"David Kanter",,
nm2043234,"Khalid Abdalla",1980,
nm0286975,"Marc Forster",1969,
nm1672161,"Khaled Hosseini",1965,
nm0318916,"Craig Gillespie",1967,
nm1404095,"Josh Gilbert",,
nm0413389,"Courtney Jackson",,
nm0004267,"Xavier Grobet",1964,
nm0445087,"Garrison Keillor",1942,
nm0037853,"Wren Arthur",,
nm0040120,"Joshua Astrachan",,
nm0000499,"Bai Ling",1966,
nm1398053,"Kyoko Hasegawa",1978,
nm1779958,"Haruko Fukushima",,
nm0497762,"Pik Wah Lee",,
nm0509448,"Jonathan Liebesman",1976,
nm0775017,"David J. Schow",1955,
nm1191112,"Ritesh Soni",,
nm1722045,"Sanjeev Kohli",,
nm0022540,"Russ T. Alsobrook",1946,
nm0082802,"Mike Binder",1958,
nm0082784,"Jack Binder",,
nm0750530,"Katja Rupé",1949,
nm5444845,"Der Gelbe Raum",,
nm0255278,"James Ellroy",1948,
nm1150145,"Jamie Moss",,
nm0971135,"Craig Parkinson",1976,
nm0179221,"Anton Corbijn",1955,
nm1722281,"Deborah Curtis",1956,
nm0925870,"John Whitesell",,
nm0722610,"Don Rhymer",1961,2012
nm0702912,"Darryl Quarles",1954,
nm0897201,"Joseph Vijay",1974,
nm1375534,"Trisha Krishnan",1983,
nm0896573,"Ashish Vidyarthi",1962,
nm1359360,Dharani,,
nm1419442,Bharathan,,
nm0348015,Gunasekhar,,
nm0528381,"Liam Lynch",1970,
nm1836572,"Mark Williams",,
nm0641169,"Dustin O'Halloran",1971,
nm0172877,"Laurie Collyer",1967,
nm0001767,"Imelda Staunton",1956,
nm1140344,"Rupert Evans",1976,
nm1717227,"Ginpei Sato",1977,
nm1218545,"Erik Davies",1973,
nm1891528,"Hyuk-ho Kwon",,
nm1720466,Slvian,,
nm1715745,"Chungsol Art",,
nm0865651,"Hubert Toint",1955,
nm2769148,"Elizabeth 'Eliza' Maganga Nsese",,
nm0016475,"Barbara Albert",1970,
nm0739151,"Philippe Rombi",1968,
nm0283945,"Dan Fogler",1976,
nm2495438,"Justin Rodgers Hall",1981,
nm0070482,"Joel Bender",1948,
nm0263989,"Michael Ewing",,
nm0256079,"Matt Ember",1961,
nm0470420,"Robert Kravis",,
nm0002644,"Brian Berdan",,
nm1794460,"Asif Basra",,
nm1286500,"George Wing",,
nm0807413,"BC Smith",,
nm1033215,"John Paul Tremblay",1968,
nm0901739,"Michael Volpe",1967,
nm0814259,"Brenda Song",1988,
nm0313286,"Jim Geoghan",,
nm0668139,"Sara Paxton",1988,
nm2872558,"Tony Scherman",,
nm2113368,"Carol Dexter",,
nm2284889,"Nikki Blonsky",1988,
nm2019043,"Frédéric Bégin",1975,
nm1388074,"Tony Jaa",1976,
nm1002207,"Petchtai Wongkamlao",,
nm2216270,"Piyaros Thongdee",,
nm1346477,"Kongdej Jaturanrasamee",,
nm0073490,"Michael Berenbaum",1962,
nm0932037,"Glenn Williamson",1963,
nm0357230,"Sung-Won Hahm",,
nm1162030,"Ye-jin Son",1982,
nm1048480,"Tae-won Kim",,
nm1305597,"Jun-gyu Lee",,
nm1685658,JoJo,1990,
nm1416330,"Jake McDorman",1986,
nm1164744,"Stuart Gazzard",,
nm0245705,"Danny Dyer",1977,
nm0629242,"Allan Niblo",1964,
nm0996990,"Ivor Guest",,
nm0111341,"Damian Bromley",,
nm1749087,"Paul Lovett",,
nm2512161,"Laurie Crouch",,
nm1520988,"Tiffany Dupont",1981,
nm0194572,"Javier Cámara",1967,
nm0510758,"Pierre-François Limbosch",,
nm0063618,"Jeff Beal",1963,
nm0004912,"Oded Fehr",1970,
nm0322513,"Iain Glen",1961,
nm0027032,"Kimberly Calhoun Boling",1968,
nm0110654,"Q. Allan Brocka",,
nm1768324,"Matthew Rettenmund",,
nm1768318,"Philip Pierce",,
nm0411482,"Stephen Israel",1962,
nm0660518,"Jim Papoulis",,
nm0084304,"Jim Bissell",1951,
nm0444223,"Arielle Kebbel",1985,
nm0839812,"Stephen Susco",,
nm0286331,"Chaka Forman",,
nm1775300,"Joey Cash",,
nm1065023,"Shane Dabiri",,
nm0797464,"Jamie-Lynn Sigler",1981,
nm0813565,"Alex Solowitz",1979,
nm0801916,"Craig Singer",,
nm0930267,"Chris M. Williams",1971,
nm0384294,"Grant Hill",,
nm1428827,"Hidenobu Kiuchi",1969,
nm1240448,"Liam O'Brien",1976,
nm1022263,"Karen Strassman",1966,
nm0724950,"Craig Richey",,
nm0333442,"Andoni Gracia",1971,
nm0530286,"Mónica López",1969,
nm0850173,"Mar Targarona",,
nm0928816,"Brett Wiley",,
nm0564587,"John McCain",1936,2018
nm0038781,"John Ashcroft",1942,
nm0418659,"Eugene Jarecki",,
nm1742616,"May Ying Welsh",,
nm3940907,"Andi Van Willigan",,
nm5785148,"Marino Monferrato",,
nm4095112,"James Lukanik",,
nm1738737,"Yukito Kishiro",1967,
nm0656003,"Michael J. Pagan",,
nm1818207,"Dan Madigan",,
nm0636603,"Ben Nott",,
nm1802251,"Michele Mulroney",,
nm0143939,"Guymon Casady",,
nm0005099,"Heidi Klum",1973,
nm1391172,"Zac Posen",1980,
nm0001705,"Rob Schneider",1963,
nm0142206,"Ryan Cartwright",1981,
nm0250659,"Christopher Egan",1984,
nm1802798,"Gil Reavill",,
nm0757254,"Eric Saks",,
nm1727100,"Jay Chou",1979,
nm0860065,"Don Thompson",,
nm0348181,"James Gunn",1966,
nm0004545,"Gregory Middleton",,
nm1803881,"Niramon Ross",,
nm1862866,"Unnop Chanpaibool",,
nm1059740,"Parkpoom Wongpoom",1978,
nm1818478,"Yodphet Sudsawad",,
nm0074184,"Glenn Berger",1969,
nm1546948,"David Denneen",,
nm1557590,"Anna Fawcett",,
nm0493824,"Mark Lazarus",,
nm0801051,"Jimmi Simpson",1975,
nm0068587,"William Brent Bell",,
nm1834343,"Matthew Peterman",1975,
nm0772283,"Peter Schlessel",,
nm0827726,"James D. Stern",,
nm0654733,"Yukiyoshi Ozawa",1974,
nm0493200,"Denis Lawson",1947,
nm6139406,"Finn Morrell",1994,
nm1171145,"Patrick Kennedy",1977,
nm0329447,"Doris Kearns Goodwin",1943,
nm0120816,"Ron Burch",,
nm1561090,"Henry Krieger",,
nm0206504,"Mark Day",,
nm1374868,"Meneka Das",1976,
nm0079638,"Hilary Bevan Jones",,
nm0345174,"Luca Guadagnino",1971,
nm0267451,"Cristiana Farina",,
nm0925220,"Michael Jai White",1967,
nm0012078,"Scott Adkins",1976,
nm0282708,"Isaac Florentine",,
nm1329977,"James Townsend",1975,
nm0227234,"Danny Dimbort",,
nm3042580,"Shailendra Singh",,
nm1214809,"Tara Sharma",1977,
nm1823317,"Nina Arora",,
nm0023940,"Armand Amar",1953,
nm0451062,Khaled,1960,
nm1239566,"José Mota",1965,
nm1396295,"Mapa Pastor",,
nm0657411,"Julia Palau",,
nm0385467,"Dickon Hinchliffe",1967,
nm2024187,"Brian Rousso",,
nm1206265,"Susan Downey",1973,
nm0853380,"Julie Taymor",1952,
nm0589613,"Gabby Millgate",,
nm1048533,"Brad Gann",,
nm1272833,"Yun Qu",,
nm1644613,"Chi-long To",,
nm0450267,"Robert Kessel",,
nm0126284,"Rose Byrne",1979,
nm0193295,"Cliff Curtis",1968,
nm0307497,"Alex Garland",1970,
nm1926687,"Dog Fashion Disco",,
nm0305558,"Gael García Bernal",1978,
nm0827735,"Jenna Stern",1967,
nm1134439,"Emma Booth",1982,
nm1396395,"Tom Lassally",,
nm0919369,"Paul Weitz",1965,
nm1894168,"Ewan Leslie",,
nm0221880,"Vijayadan Detha",1926,2013
nm0004429,Dharmendra,1935,
nm1211076,"Ravi Yadav",,
nm1494536,"Kirsten Vangsness",1972,
nm0408813,"Barrie Ingham",1932,2015
nm0318326,"Frank B. Gilbreth Jr.",1911,2001
nm0136950,"Ernestine Gilbreth Carey",1908,2006
nm0000977,"Beau Bridges",1941,
nm0963211,"Ben Cosgrove",,
nm0005156,"Eric Lloyd",1986,
nm1080144,"Leo Benvenuti",,
nm1872664,"Mark L. Smith",,
nm1721196,"Eddie Hassell",1990,
nm1128572,"Lake Bell",1979,
nm1015262,"Leighton Meester",1986,
nm0665321,"Jonas Pate",1970,
nm1406333,"Ian Anthony Dale",1978,
nm0503567,"Logan Lerman",1992,
nm0119364,"Jimmy Buffett",1946,
nm1284108,"Shweta Basu Prasad",1991,
nm1244971,"Yatin Karyekar",,
nm0007131,"Subhash Ghai",1945,
nm0232538,"Diane Doniol-Valcroze",,
nm0918199,"Andrew Weiner",,
nm0813812,"Ian Somerhalder",1978,
nm0475905,"Kiyoshi Kurosawa",1955,
nm0809006,"Kirsten Smith",1970,
nm1880888,"Olivia Thirlby",1986,
nm0005029,"Oliver Hudson",1976,
nm4530596,"Karen E. Johnson",,
nm0913488,"Kerry Washington",1977,
nm1069415,"Harris Jayaraj",1975,
nm1422363,"Daniel Balaji",,
nm3585776,"Meghana Karthik",,
nm1935086,"Tessa Thompson",1983,
nm1092086,"David Harbour",1975,
nm0805994,"Michael Sloan",1946,
nm0568180,"Neal McDonough",1966,
nm0083688,"Michael Birnbaum",,
nm1086555,"Min-a Shin",1984,
nm0003712,"Anastas N. Michos",,
nm0768249,"Geoffrey Sax",1949,
nm0422948,"Héctor Jiménez",1973,
nm0381478,"Jared Hess",1979,
nm1415801,"Jerusha Hess",1980,
nm0064940,"Pernille Bech Christensen",1959,
nm1932882,"Mike Huckabee",1955,
nm0227576,"Paul Dinello",1962,
nm0439499,"Ben Karlin",,
nm1183205,"Neil deGrasse Tyson",1958,
nm1879020,"Amber McClarin",,
nm1192046,"Mike Rowe",1962,
nm0058296,"David M. Barsky",1970,
nm1226699,"Christopher Jones",1972,
nm1710961,"Chris Whiteneck",,
nm2425959,"Ryan Walsh",,
nm0291205,"David Frankel",1959,
nm0666739,"Aaron Paul",1979,
nm0352703,"Heinrich Hadding",1972,
nm2721926,"Aaron Kaufman",,
nm5441228,"Mehmed Ulug",,
nm1921848,"Christian Kux",,
nm2007323,"Fang Mei",1936,
nm0396284,"Hsiao-Hsien Hou",1947,
nm0160883,"T'ien-wen Chu",1956,
nm0858657,"Craig Thomas",,
nm0004989,"Alyson Hannigan",1974,
nm0960912,"Lyndsy Fonseca",1987,
nm1350209,"Carlos Domeque",,
nm1356655,"Dan Stroncak",,
nm0450005,"Myron Kerstein",,
nm2090107,"Todd Harthan",,
nm0734442,"James Roday",1976,
nm0073268,"Dennis Berardi",,
nm0523415,"Loy Mendonsa",,
nm1231899,"Priyanka Chopra",1982,
nm0117206,"Peter Bryant",,
nm1007661,"Joseph Metcalfe",1973,
nm1089991,"Tom Hiddleston",1981,
nm0571506,"Dean McKenzie",,
nm0357818,"Derek Hamilton",,
nm2035933,"Adrian Vershinin",,
nm2629444,"Ryan Galletta",,
nm0617009,"Sophia Myles",1980,
nm1658935,"Jack Huston",1982,
nm0283655,"Brendan Flynt",,
nm1985800,"Kate Graham",,
nm0442207,"Lloyd Kaufman",1945,
nm1982645,"Kiel Walker",1982,
nm1580954,"Elton Brand",1979,
nm1167933,"Damián Szifron",1975,
nm0012137,"Duane Adler",,
nm0742279,"Melissa Rosenberg",1962,
nm0270549,"Erik Feig",,
nm0647449,"Jesús Olmo",,
nm0559525,"Kelly Matsumoto",,
nm0117022,"Zachery Ty Bryan",1981,
nm0510912,"Justin Lin",1973,
nm0524494,"Leon Lucev",1970,
nm0963233,"Joaquín Padró",,
nm0241121,"Jean Dujardin",1972,
nm1149829,"Khalid Maadour",,
nm0357646,"Youssef Hamid",,
nm0371890,"Michel Hazanavicius",1967,
nm1219963,"David Moreau",1976,
nm0199215,"Hugh Dancy",1975,
nm0001519,"Ian McDiarmid",1944,
nm0278615,"Ann Firbank",1933,
nm0362738,"Rod Hardy",1949,
nm0065566,"Richard Becker",,
nm0544999,"Patrick Marber",1964,
nm0289221,"Robert Fox",1952,
nm0316079,"Paul Giamatti",1967,
nm0675730,"Sean Pertwee",1964,
nm0689785,"Dario Poloni",,
nm0077128,"Robert Bernstein",,
nm0568107,"John McDonnell",,
nm0994310,"Ben Gluck",1976,
nm1757227,"Rich Burns",,
nm1519680,"Saoirse Ronan",1994,
nm1713322,"Mike Hedges",,
nm0489876,"James Lassiter",,
nm0227759,"Peter Dinklage",1969,
nm2101359,"Farhad Harun",,
nm0049026,"Zene Baker",,
nm1975630,"David Ren",,
nm2228493,"Donna McLoughlin",,
nm0136592,"J.S. Cardone",1946,
nm0001302,"Christopher Guest",1948,
nm1163921,"Carrie Comerford",1966,
nm1399243,"Sonu Sood",1973,
nm1993457,"M.R. Rammohan",,
nm0788886,"Mani Sharma",,
nm0004981,"Matt Groening",1954,
nm0169326,"David X. Cohen",1966,
nm0942510,"John Wright",,
nm0850162,"Gerardo Taracena",1970,
nm0911422,"Brian Ward",,
nm0192770,"Chris Curling",,
nm0847926,"Joby Talbot",1971,
nm1928375,"Dylan Russell",,
nm1854539,"Cheo Hodari Coker",,
nm0389405,"Trish Hofmann",,
nm0001780,"Peter Stormare",1953,
nm1312575,"Olivia Wilde",1984,
nm0788556,"Larry Schapiro",,
nm0245749,"Eva La Dare",,
nm0235006,"D.C. Douglas",1966,
nm0814517,"Jim Sonzero",,
nm2041812,"Yoshiaki Hirabayashi",,
nm1840195,"Koldo Serra",1975,
nm1429471,"Jaume Collet-Serra",1974,
nm1449255,"Matt Barrelle",,
nm0649485,"Murray Ord",,
nm0001612,"Matthew Perry",1969,
nm2163239,"Griffin Cork",,
nm0573872,"Craig McNeil",,
nm0253486,"Jonathan Elias",1956,
nm1996918,"Dito Montiel",1965,
nm1155885,"Beth Mickle",,
nm2070325,"Andreas Kapsalis",,
nm1549343,"Sunu Gonera",,
nm2042271,"Michael Gozzard",,
nm0888491,"Norman Vance Jr.",,
nm2817625,"David Moggie",,
nm1113529,"Anthony Bourdain",1956,2018
nm2989129,"Zamir Gotta",,
nm0509480,"Todd Liebler",,
nm4067042,"Ottavia Bourdain",,
nm0045393,"Abhishek Bachchan",1976,
nm0007113,"Nana Patekar",1951,
nm0802693,"Ramesh Sippy",1947,
nm1318670,"Vishal Dadlani",,
nm0527453,"Milan Luthria",,
nm2676018,"Judy McLane",,
nm1076716,"Tom Gustafson",,
nm1128479,"Peter Sterling",,
nm1353543,"Adam Sherman",,
nm0924154,"Shea Whigham",1969,
nm0558484,"James Mathers",1955,
nm0524261,"Ralph Lucas",,
nm2031684,"Ben Holbrook",,
nm0004883,"Tate Donovan",1963,
nm0758518,"Ralph Sall",,
nm0952142,"Svetolik Zajc",,
nm2310452,"Uros Milovanovic",1992,
nm0134811,"Erik Canuel",1961,
nm1328152,"Shriya Saran",1982,
nm0900266,Vivek,,
nm0788171,"S. Shankar",,
nm0530814,"Guhan M.S.",,
nm1000113,"Etan Cohen",1974,
nm0847799,"Ana Claudia Talancón",1980,
nm0015340,"Yasushi Akimoto",1958,
nm0498758,"Mark Leese",,
nm1860728,"Kerry Foster",,
nm2418479,"José Luis Romeu",1984,
nm1443023,"Nacho Vigalondo",1977,
nm1079001,"Eugenio Mira",1977,
nm0554871,"Flavio Martínez Labiano",1962,
nm0837177,"Jason Sudeikis",1975,
nm0278979,"Jenna Fischer",1974,
nm1246087,"Tripp Vinson",,
nm0761498,"Chris Sanders",1962,
nm0069549,"Kristine Belson",,
nm0333818,"Benoît Graffin",1966,
nm0352836,"David Hadjadj",,
nm0087109,"Tammy Blanchard",1976,
nm0673563,"Manny Perez",1969,
nm0032793,"Angélica Aragón",1953,
nm1920049,"Alejandro Monteverde",1977,
nm2053925,"Leo Severino",,
nm0006947,"Denise Pinckley",,
nm0378194,"Christian Henson",1971,
nm1645304,"James Kyson",1975,
nm1637163,"Sophon Sakdaphisit",,
nm1895759,"Matthew Keast",,
nm0551076,"Neil Marshall",1970,
nm2091329,"Benedict Carver",1969,
nm0567302,"Sam McCurdy",,
nm1084360,"David Robinson",,
nm0971017,"Christopher Knights",1972,
nm0178402,"Susan Cooper",1935,
nm0651914,"Michiru Oshima",1961,
nm1309787,"Aaron Dismuke",1992,
nm1950898,"Emilio Diez Barroso",,
nm0501399,"Steve Lemme",1968,
nm0314088,"Bill Gerber",,
nm0440511,"Daniel Kash",1959,
nm1395858,"Valerie Cruz",1976,
nm0080212,"Raoul Bhaneja",1974,
nm0067234,"Hans Beimler",,
nm0199006,"Linh Dan Pham",1974,
nm0001988,"Marc Caro",1956,
nm0538710,"Sergey Makovetskiy",1958,
nm0307628,"Sergey Garmash",1958,
nm0649065,"Vladislav Opelyants",1968,
nm0582357,"Jacob Meszaros",,
nm0565319,"Sheila McCarthy",1956,
nm0568230,"Francine McDougall",,
nm0121430,"Kenneth Burgomaster",,
nm0724700,"Mike Richardson",1950,
nm3171947,"Justin Brescia",,
nm1740092,"Lauren Conrad",1986,
nm0635728,"David Norona",1972,
nm0394212,"Karen Leigh Hopkins",,
nm0625458,"Jessie Nelson",,
nm0000476,"Sally Kirkland",1941,
nm7415871,"Noah Jupe",2005,
nm3267061,"Teddy Schwarzman",1979,
nm0946883,"Nai-Hoi Yau",1968,
nm1429767,"Tin-Shing Yip",,
nm2100998,"Cariba Heine",1988,
nm1146783,"Angus McLaren",1988,
nm2097685,"Burgess Abernethy",1987,
nm2322853,"Claire Holt",1988,
nm1433996,"Peter Cornwell",,
nm0582481,"Tim Metcalfe",1954,
nm0268107,"Daniel Farrands",1969,
nm0781833,"Nanu Segal",,
nm1263390,"Pearse Elliott",,
nm0909490,"Robert Walpole",,
nm0257424,"Dave England",1969,
nm0690686,"Chris Pontius",1974,
nm0871860,"Jeff Tremaine",,
nm0242756,"Ryan Dunn",1977,2011
nm1035634,"Preston Lacy",1969,
nm0969428,"Tusshar Kapoor",1976,
nm1429071,"Dhilin Mehta",,
nm0279720,"Noel Fisher",1984,
nm0513486,"Dmitry Lipkin",,
nm2006937,"Aidan Mitchell",1993,
nm0356017,"Rebecca Hall",1982,
nm0149822,"Mithun Chakraborty",1947,
nm1328135,"Kanti Shah",,
nm0936298,"Robert Wisdom",1953,
nm0048932,"Simon Baker",1969,
nm0295288,"Lizzie Friedman",,
nm0946324,"Ebru Ceylan",1976,
nm0456400,"Nazan Kesal",1969,
nm1025139,"Alex Roe",1990,
nm1279573,"F. Javier Gutiérrez",1973,
nm0521649,"David Loucka",,
nm0133448,"Erkan Can",1958,
nm1699703,"Özer Kiziltan",1963,
nm0129158,"Önder Çakar",,
nm1469236,"Olivia Colman",1974,
nm2334500,"Toby Davies",,
nm1019649,"Jim Thompson",,
nm2124027,"Gregory J. Bradley",,
nm0622334,"Terry Nation",1930,1997
nm0898868,"Ernest Vincze",1942,
nm0325050,"Murray Gold",1969,
nm0855039,"David Tennant",1971,
nm0164929,"Noel Clarke",1975,
nm0528186,"Euros Lyn",1971,
nm0360171,"Ian Hanmore",1953,
nm0090141,"Keith Boak",,
nm0442035,"Marta Kauffman",1956,
nm1061622,"Robert Carlock",,
nm0325337,"Shana Goldberg-Meehan",,
nm0186331,"David Crane",1957,
nm0000494,"Robert Sean Leonard",1969,
nm0070474,"Jack Bender",1949,
nm0511541,"Damon Lindelof",1973,
nm0004710,"Naveen Andrews",1969,
nm0113596,"Garry A. Brown",,
nm1014697,"Ramin Djawadi",1974,
nm0215973,"Robert Del Valle",,
nm0625950,"Lori Jo Nemhauser",,
nm0630080,"Scott Nickoley",1976,
nm1955602,Radiohead,,
nm1597316,"Adrianne Palicki",1983,
nm0638354,"David Nutter",1960,
nm0946901,"Cyrus Yavneh",1942,2018
nm0773689,"Aaron Schneider",,
nm0006535,"Doug Hutchison",1960,
nm0519481,"Harry Longstreet",,
nm0815317,"Nina Sosanya",1969,
nm0186761,"Ellen Crawford",1951,
nm0233827,"Dody Dorn",1955,
nm1444110,"Ben LeClair",,
nm2169661,"Shihô Harumi",,
nm1210208,Magy,,
nm0267042,"Golshifteh Farahani",1983,
nm0761835,"Will Sanderson",1980,
nm2164952,"Jessica de Rooij",1981,
nm0242954,"Nick Dunning",1959,
nm0147147,"Henry Cavill",1983,
nm0112390,"Anthony Brophy",,
nm0137397,"Guy Carleton",,
nm1754059,"Natalie Dormer",1982,
nm0114238,"Max Brown",1981,
nm0326092,"Josh Goldsmith",1970,
nm1948121,"Soo-hyun Ahn",,
nm0569962,"Gavin Rossdale",1965,
nm0489534,"Rick Lashbrook",,
nm0204567,"Elliot Davis",1948,
nm0362566,"Catherine Hardwicke",1955,
nm3360961,"Jorge Blanco",,
nm0830294,"Joe Stillman",,
nm2057036,"Shiloh Fernandez",1985,
nm1736575,"Aram Rappaport",,
nm2337088,"Cameron Lamb",,
nm0149260,"Alain Chabat",1958,
nm1378816,"Chad R. Davis",1977,
nm0088747,"Lawrence Block",1938,
nm0451787,"Darius Khondji",1955,
nm1779809,"Bob Barlen",,
nm0912938,"Marc Warren",1967,
nm1144690,"Rod Brown",,
nm0620363,"Tetsuya Nakashima",1959,
nm1097451,"Yûji Ishida",,
nm2094985,"Alexander Egan",,
nm6569317,"Todd Standing",,
nm2830634,Uzimann,,
nm1751276,"Ellen Connell",,
nm1487668,"Kenn Navarro",1979,
nm0169733,"Rudy Cohen",,
nm0288021,"Robert Foster",1938,2011
nm0268609,"André Farwagi",1935,
nm0005085,"Jamie Kennedy",1970,
nm1010032,"Dylan Morgan",,
nm0701318,"Ulrike Putz",,
